,anio,municipio_nombre,municipio_id,sexo,intervalo_peso,nacidos_cantidad,centroide_lat,centroide_lon
796,2014,San Andrés De Giles,06728,Masculino,1500-1999,4,-34.4377851586384,-59.4732938848478
797,2014,San Andrés De Giles,06728,Masculino,2000-2499,12,-34.4377851586384,-59.4732938848478
798,2014,San Andrés De Giles,06728,Masculino,2500-2999,34,-34.4377851586384,-59.4732938848478
799,2014,San Andrés De Giles,06728,Masculino,3000-3499,92,-34.4377851586384,-59.4732938848478
800,2014,San Andrés De Giles,06728,Masculino,3500 y más,85,-34.4377851586384,-59.4732938848478
801,2014,San Andrés De Giles,06728,Masculino,500-999,1,-34.4377851586384,-59.4732938848478
802,2014,San Andrés De Giles,06728,Masculino,Ignorado,1,-34.4377851586384,-59.4732938848478
803,2014,San Antonio De Areco,06735,Masculino,1000-1499,1,-34.2206591685119,-59.5193792218302
804,2014,San Antonio De Areco,06735,Masculino,1500-1999,1,-34.2206591685119,-59.5193792218302
805,2014,San Antonio De Areco,06735,Masculino,2000-2499,8,-34.2206591685119,-59.5193792218302
806,2014,San Antonio De Areco,06735,Masculino,2500-2999,28,-34.2206591685119,-59.5193792218302
807,2014,San Antonio De Areco,06735,Masculino,3000-3499,96,-34.2206591685119,-59.5193792218302
808,2014,San Antonio De Areco,06735,Masculino,3500 y más,72,-34.2206591685119,-59.5193792218302
809,2014,San Antonio De Areco,06735,Masculino,Ignorado,4,-34.2206591685119,-59.5193792218302
810,2014,San Cayetano,06742,Masculino,2000-2499,3,-38.3886180658492,-59.5866369475028
811,2014,San Cayetano,06742,Masculino,2500-2999,9,-38.3886180658492,-59.5866369475028
812,2014,San Cayetano,06742,Masculino,3000-3499,31,-38.3886180658492,-59.5866369475028
813,2014,San Cayetano,06742,Masculino,3500 y más,15,-38.3886180658492,-59.5866369475028
814,2014,San Fernando,06749,Masculino,1000-1499,9,-34.151270024948,-58.5459540333815
815,2014,San Fernando,06749,Masculino,1500-1999,27,-34.151270024948,-58.5459540333815
816,2014,San Fernando,06749,Masculino,2000-2499,77,-34.151270024948,-58.5459540333815
817,2014,San Fernando,06749,Masculino,2500-2999,218,-34.151270024948,-58.5459540333815
818,2014,San Fernando,06749,Masculino,3000-3499,608,-34.151270024948,-58.5459540333815
819,2014,San Fernando,06749,Masculino,3500 y más,629,-34.151270024948,-58.5459540333815
820,2014,San Fernando,06749,Masculino,500-999,8,-34.151270024948,-58.5459540333815
821,2014,San Fernando,06749,Masculino,Ignorado,23,-34.151270024948,-58.5459540333815
822,2014,San Fernando,06749,Masculino,Menor a 500,1,-34.151270024948,-58.5459540333815
823,2014,San Isidro,06756,Masculino,1000-1499,14,-34.4869499670191,-58.5372648522523
824,2014,San Isidro,06756,Masculino,1500-1999,27,-34.4869499670191,-58.5372648522523
825,2014,San Isidro,06756,Masculino,2000-2499,87,-34.4869499670191,-58.5372648522523
826,2014,San Isidro,06756,Masculino,2500-2999,340,-34.4869499670191,-58.5372648522523
827,2014,San Isidro,06756,Masculino,3000-3499,942,-34.4869499670191,-58.5372648522523
828,2014,San Isidro,06756,Masculino,3500 y más,901,-34.4869499670191,-58.5372648522523
829,2014,San Isidro,06756,Masculino,500-999,15,-34.4869499670191,-58.5372648522523
830,2014,San Isidro,06756,Masculino,Ignorado,66,-34.4869499670191,-58.5372648522523
831,2014,San Isidro,06756,Masculino,Menor a 500,1,-34.4869499670191,-58.5372648522523
832,2014,San Miguel,06760,Masculino,1000-1499,23,-34.5520919648351,-58.6917055208826
833,2014,San Miguel,06760,Masculino,1500-1999,51,-34.5520919648351,-58.6917055208826
834,2014,San Miguel,06760,Masculino,2000-2499,138,-34.5520919648351,-58.6917055208826
835,2014,San Miguel,06760,Masculino,2500-2999,536,-34.5520919648351,-58.6917055208826
836,2014,San Miguel,06760,Masculino,3000-3499,1291,-34.5520919648351,-58.6917055208826
837,2014,San Miguel,06760,Masculino,3500 y más,1239,-34.5520919648351,-58.6917055208826
838,2014,San Miguel,06760,Masculino,500-999,12,-34.5520919648351,-58.6917055208826
839,2014,San Miguel,06760,Masculino,Ignorado,64,-34.5520919648351,-58.6917055208826
840,2014,San Nicolás,06763,Masculino,1000-1499,10,-33.4825541340464,-60.2929537316225
841,2014,San Nicolás,06763,Masculino,1500-1999,22,-33.4825541340464,-60.2929537316225
842,2014,San Nicolás,06763,Masculino,2000-2499,69,-33.4825541340464,-60.2929537316225
843,2014,San Nicolás,06763,Masculino,2500-2999,217,-33.4825541340464,-60.2929537316225
844,2014,San Nicolás,06763,Masculino,3000-3499,564,-33.4825541340464,-60.2929537316225
845,2014,San Nicolás,06763,Masculino,3500 y más,463,-33.4825541340464,-60.2929537316225
846,2014,San Nicolás,06763,Masculino,500-999,8,-33.4825541340464,-60.2929537316225
847,2014,San Nicolás,06763,Masculino,Ignorado,13,-33.4825541340464,-60.2929537316225
848,2014,San Pedro,06770,Masculino,1000-1499,5,-33.7819425849294,-59.7825917634816
849,2014,San Pedro,06770,Masculino,1500-1999,5,-33.7819425849294,-59.7825917634816
850,2014,San Pedro,06770,Masculino,2000-2499,29,-33.7819425849294,-59.7825917634816
851,2014,San Pedro,06770,Masculino,2500-2999,103,-33.7819425849294,-59.7825917634816
852,2014,San Pedro,06770,Masculino,3000-3499,278,-33.7819425849294,-59.7825917634816
853,2014,San Pedro,06770,Masculino,3500 y más,216,-33.7819425849294,-59.7825917634816
854,2014,San Pedro,06770,Masculino,500-999,2,-33.7819425849294,-59.7825917634816
855,2014,San Pedro,06770,Masculino,Ignorado,9,-33.7819425849294,-59.7825917634816
856,2014,San Pedro,06770,Masculino,Menor a 500,1,-33.7819425849294,-59.7825917634816
857,2014,San Vicente,06778,Masculino,1000-1499,5,-35.0704596398936,-58.4319219645129
858,2014,San Vicente,06778,Masculino,1500-1999,11,-35.0704596398936,-58.4319219645129
859,2014,San Vicente,06778,Masculino,2000-2499,35,-35.0704596398936,-58.4319219645129
860,2014,San Vicente,06778,Masculino,2500-2999,121,-35.0704596398936,-58.4319219645129
861,2014,San Vicente,06778,Masculino,3000-3499,313,-35.0704596398936,-58.4319219645129
862,2014,San Vicente,06778,Masculino,3500 y más,329,-35.0704596398936,-58.4319219645129
863,2014,San Vicente,06778,Masculino,Ignorado,11,-35.0704596398936,-58.4319219645129
864,2014,Suipacha,06784,Masculino,1000-1499,2,-34.7485629683304,-59.7034737442182
865,2014,Suipacha,06784,Masculino,1500-1999,3,-34.7485629683304,-59.7034737442182
866,2014,Suipacha,06784,Masculino,2000-2499,4,-34.7485629683304,-59.7034737442182
867,2014,Suipacha,06784,Masculino,2500-2999,14,-34.7485629683304,-59.7034737442182
868,2014,Suipacha,06784,Masculino,3000-3499,38,-34.7485629683304,-59.7034737442182
869,2014,Suipacha,06784,Masculino,3500 y más,26,-34.7485629683304,-59.7034737442182
870,2014,Suipacha,06784,Masculino,Ignorado,1,-34.7485629683304,-59.7034737442182
871,2014,Tandil,06791,Masculino,1000-1499,10,-37.3356554181577,-59.181805577778
872,2014,Tandil,06791,Masculino,1500-1999,8,-37.3356554181577,-59.181805577778
873,2014,Tandil,06791,Masculino,2000-2499,40,-37.3356554181577,-59.181805577778
874,2014,Tandil,06791,Masculino,2500-2999,174,-37.3356554181577,-59.181805577778
875,2014,Tandil,06791,Masculino,3000-3499,410,-37.3356554181577,-59.181805577778
876,2014,Tandil,06791,Masculino,3500 y más,387,-37.3356554181577,-59.181805577778
877,2014,Tandil,06791,Masculino,500-999,1,-37.3356554181577,-59.181805577778
878,2014,Tandil,06791,Masculino,Ignorado,3,-37.3356554181577,-59.181805577778
879,2014,Tapalqué,06798,Masculino,1000-1499,1,-36.3471383108251,-60.1308804386321
880,2014,Tapalqué,06798,Masculino,1500-1999,2,-36.3471383108251,-60.1308804386321
881,2014,Tapalqué,06798,Masculino,2000-2499,3,-36.3471383108251,-60.1308804386321
882,2014,Tapalqué,06798,Masculino,2500-2999,11,-36.3471383108251,-60.1308804386321
883,2014,Tapalqué,06798,Masculino,3000-3499,40,-36.3471383108251,-60.1308804386321
884,2014,Tapalqué,06798,Masculino,3500 y más,16,-36.3471383108251,-60.1308804386321
885,2014,Tapalqué,06798,Masculino,Ignorado,2,-36.3471383108251,-60.1308804386321
886,2014,Tigre,06805,Masculino,1000-1499,25,-34.3815893993371,-58.599453988125
887,2014,Tigre,06805,Masculino,1500-1999,36,-34.3815893993371,-58.599453988125
888,2014,Tigre,06805,Masculino,2000-2499,166,-34.3815893993371,-58.599453988125
889,2014,Tigre,06805,Masculino,2500-2999,608,-34.3815893993371,-58.599453988125
890,2014,Tigre,06805,Masculino,3000-3499,1539,-34.3815893993371,-58.599453988125
891,2014,Tigre,06805,Masculino,3500 y más,1546,-34.3815893993371,-58.599453988125
892,2014,Tigre,06805,Masculino,500-999,11,-34.3815893993371,-58.599453988125
893,2014,Tigre,06805,Masculino,Ignorado,186,-34.3815893993371,-58.599453988125
894,2014,Tigre,06805,Masculino,Menor a 500,3,-34.3815893993371,-58.599453988125
895,2014,Tordillo,06812,Masculino,2500-2999,4,-36.3908002975692,-57.2746828656255
896,2014,Tordillo,06812,Masculino,3000-3499,4,-36.3908002975692,-57.2746828656255
897,2014,Tordillo,06812,Masculino,3500 y más,7,-36.3908002975692,-57.2746828656255
898,2014,Tornquist,06819,Masculino,1500-1999,1,-38.255785801668,-62.2904249803924
899,2014,Tornquist,06819,Masculino,2000-2499,2,-38.255785801668,-62.2904249803924
900,2014,Tornquist,06819,Masculino,2500-2999,14,-38.255785801668,-62.2904249803924
901,2014,Tornquist,06819,Masculino,3000-3499,40,-38.255785801668,-62.2904249803924
902,2014,Tornquist,06819,Masculino,3500 y más,40,-38.255785801668,-62.2904249803924
903,2014,Tornquist,06819,Masculino,Ignorado,2,-38.255785801668,-62.2904249803924
904,2014,Trenque Lauquen,06826,Masculino,1000-1499,5,-36.0564352739976,-62.6346332497416
905,2014,Trenque Lauquen,06826,Masculino,1500-1999,7,-36.0564352739976,-62.6346332497416
906,2014,Trenque Lauquen,06826,Masculino,2000-2499,22,-36.0564352739976,-62.6346332497416
907,2014,Trenque Lauquen,06826,Masculino,2500-2999,71,-36.0564352739976,-62.6346332497416
908,2014,Trenque Lauquen,06826,Masculino,3000-3499,145,-36.0564352739976,-62.6346332497416
909,2014,Trenque Lauquen,06826,Masculino,3500 y más,135,-36.0564352739976,-62.6346332497416
910,2014,Trenque Lauquen,06826,Masculino,Ignorado,2,-36.0564352739976,-62.6346332497416
911,2014,Tres Arroyos,06833,Masculino,1000-1499,3,-38.5116665533312,-60.2376664741026
912,2014,Tres Arroyos,06833,Masculino,1500-1999,8,-38.5116665533312,-60.2376664741026
913,2014,Tres Arroyos,06833,Masculino,2000-2499,13,-38.5116665533312,-60.2376664741026
914,2014,Tres Arroyos,06833,Masculino,2500-2999,80,-38.5116665533312,-60.2376664741026
915,2014,Tres Arroyos,06833,Masculino,3000-3499,195,-38.5116665533312,-60.2376664741026
916,2014,Tres Arroyos,06833,Masculino,3500 y más,155,-38.5116665533312,-60.2376664741026
917,2014,Tres Arroyos,06833,Masculino,500-999,1,-38.5116665533312,-60.2376664741026
918,2014,Tres Arroyos,06833,Masculino,Ignorado,8,-38.5116665533312,-60.2376664741026
919,2014,Tres Arroyos,06833,Masculino,Menor a 500,1,-38.5116665533312,-60.2376664741026
920,2014,Tres De Febrero,06840,Masculino,1000-1499,22,-34.5959797363173,-58.5790926022539
921,2014,Tres De Febrero,06840,Masculino,1500-1999,42,-34.5959797363173,-58.5790926022539
922,2014,Tres De Febrero,06840,Masculino,2000-2499,123,-34.5959797363173,-58.5790926022539
923,2014,Tres De Febrero,06840,Masculino,2500-2999,406,-34.5959797363173,-58.5790926022539
924,2014,Tres De Febrero,06840,Masculino,3000-3499,1042,-34.5959797363173,-58.5790926022539
925,2014,Tres De Febrero,06840,Masculino,3500 y más,1050,-34.5959797363173,-58.5790926022539
926,2014,Tres De Febrero,06840,Masculino,500-999,11,-34.5959797363173,-58.5790926022539
927,2014,Tres De Febrero,06840,Masculino,Ignorado,35,-34.5959797363173,-58.5790926022539
928,2014,Tres Lomas,06847,Masculino,1500-1999,5,-36.4973152716526,-62.8634418902354
929,2014,Tres Lomas,06847,Masculino,2000-2499,4,-36.4973152716526,-62.8634418902354
930,2014,Tres Lomas,06847,Masculino,2500-2999,18,-36.4973152716526,-62.8634418902354
931,2014,Tres Lomas,06847,Masculino,3000-3499,27,-36.4973152716526,-62.8634418902354
932,2014,Tres Lomas,06847,Masculino,3500 y más,13,-36.4973152716526,-62.8634418902354
933,2014,Tres Lomas,06847,Masculino,Ignorado,1,-36.4973152716526,-62.8634418902354
934,2014,Vicente López,06861,Masculino,1000-1499,7,-34.52651318083,-58.504469589773
935,2014,Vicente López,06861,Masculino,1500-1999,24,-34.52651318083,-58.504469589773
936,2014,Vicente López,06861,Masculino,2000-2499,70,-34.52651318083,-58.504469589773
937,2014,Vicente López,06861,Masculino,2500-2999,292,-34.52651318083,-58.504469589773
938,2014,Vicente López,06861,Masculino,3000-3499,691,-34.52651318083,-58.504469589773
939,2014,Vicente López,06861,Masculino,3500 y más,684,-34.52651318083,-58.504469589773
940,2014,Vicente López,06861,Masculino,500-999,5,-34.52651318083,-58.504469589773
941,2014,Vicente López,06861,Masculino,Ignorado,37,-34.52651318083,-58.504469589773
942,2014,Villa Gesell,06868,Masculino,1000-1499,2,-37.3705193836346,-57.0658445952167
943,2014,Villa Gesell,06868,Masculino,1500-1999,5,-37.3705193836346,-57.0658445952167
944,2014,Villa Gesell,06868,Masculino,2000-2499,17,-37.3705193836346,-57.0658445952167
945,2014,Villa Gesell,06868,Masculino,2500-2999,43,-37.3705193836346,-57.0658445952167
946,2014,Villa Gesell,06868,Masculino,3000-3499,138,-37.3705193836346,-57.0658445952167
947,2014,Villa Gesell,06868,Masculino,3500 y más,112,-37.3705193836346,-57.0658445952167
948,2014,Villa Gesell,06868,Masculino,Ignorado,4,-37.3705193836346,-57.0658445952167
949,2014,Villarino,06875,Masculino,1000-1499,3,-39.1296648457138,-62.7268024308416
950,2014,Villarino,06875,Masculino,1500-1999,4,-39.1296648457138,-62.7268024308416
951,2014,Villarino,06875,Masculino,2000-2499,10,-39.1296648457138,-62.7268024308416
952,2014,Villarino,06875,Masculino,2500-2999,32,-39.1296648457138,-62.7268024308416
953,2014,Villarino,06875,Masculino,3000-3499,126,-39.1296648457138,-62.7268024308416
954,2014,Villarino,06875,Masculino,3500 y más,152,-39.1296648457138,-62.7268024308416
955,2014,Villarino,06875,Masculino,500-999,1,-39.1296648457138,-62.7268024308416
956,2014,Villarino,06875,Masculino,Ignorado,4,-39.1296648457138,-62.7268024308416
957,2014,Zárate,06882,Masculino,1000-1499,13,-33.997140182023,-59.128470961009
958,2014,Zárate,06882,Masculino,1500-1999,21,-33.997140182023,-59.128470961009
959,2014,Zárate,06882,Masculino,2000-2499,57,-33.997140182023,-59.128470961009
960,2014,Zárate,06882,Masculino,2500-2999,224,-33.997140182023,-59.128470961009
961,2014,Zárate,06882,Masculino,3000-3499,518,-33.997140182023,-59.128470961009
962,2014,Zárate,06882,Masculino,3500 y más,413,-33.997140182023,-59.128470961009
963,2014,Zárate,06882,Masculino,500-999,4,-33.997140182023,-59.128470961009
964,2014,Zárate,06882,Masculino,Ignorado,24,-33.997140182023,-59.128470961009
965,2014,25 De Mayo,06854,Femenino,1000-1499,2,-35.5265113228112,-60.2301576569223
966,2014,25 De Mayo,06854,Femenino,1500-1999,6,-35.5265113228112,-60.2301576569223
967,2014,25 De Mayo,06854,Femenino,2000-2499,12,-35.5265113228112,-60.2301576569223
968,2014,25 De Mayo,06854,Femenino,2500-2999,32,-35.5265113228112,-60.2301576569223
969,2014,25 De Mayo,06854,Femenino,3000-3499,109,-35.5265113228112,-60.2301576569223
970,2014,25 De Mayo,06854,Femenino,3500 y más,71,-35.5265113228112,-60.2301576569223
971,2014,Adolfo Alsina,06007,Femenino,1000-1499,1,-37.1963375143524,-63.0560058448787
972,2014,Adolfo Alsina,06007,Femenino,1500-1999,3,-37.1963375143524,-63.0560058448787
973,2014,Adolfo Alsina,06007,Femenino,2000-2499,4,-37.1963375143524,-63.0560058448787
974,2014,Adolfo Alsina,06007,Femenino,2500-2999,17,-37.1963375143524,-63.0560058448787
975,2014,Adolfo Alsina,06007,Femenino,3000-3499,51,-37.1963375143524,-63.0560058448787
976,2014,Adolfo Alsina,06007,Femenino,3500 y más,30,-37.1963375143524,-63.0560058448787
977,2014,Adolfo Alsina,06007,Femenino,Ignorado,3,-37.1963375143524,-63.0560058448787
978,2014,Adolfo Gonzales Chaves,06014,Femenino,2000-2499,5,-37.9642254145303,-60.2490776485677
979,2014,Adolfo Gonzales Chaves,06014,Femenino,2500-2999,21,-37.9642254145303,-60.2490776485677
980,2014,Adolfo Gonzales Chaves,06014,Femenino,3000-3499,46,-37.9642254145303,-60.2490776485677
981,2014,Adolfo Gonzales Chaves,06014,Femenino,3500 y más,16,-37.9642254145303,-60.2490776485677
982,2014,Adolfo Gonzales Chaves,06014,Femenino,Ignorado,3,-37.9642254145303,-60.2490776485677
983,2014,Alberti,06021,Femenino,1500-1999,1,-35.0363817959326,-60.2828693081193
984,2014,Alberti,06021,Femenino,2000-2499,3,-35.0363817959326,-60.2828693081193
985,2014,Alberti,06021,Femenino,2500-2999,12,-35.0363817959326,-60.2828693081193
986,2014,Alberti,06021,Femenino,3000-3499,36,-35.0363817959326,-60.2828693081193
987,2014,Alberti,06021,Femenino,3500 y más,10,-35.0363817959326,-60.2828693081193
988,2014,Alberti,06021,Femenino,500-999,1,-35.0363817959326,-60.2828693081193
989,2014,Alberti,06021,Femenino,Ignorado,2,-35.0363817959326,-60.2828693081193
990,2014,Almirante Brown,06028,Femenino,1000-1499,37,-34.8355700988623,-58.3673978494737
991,2014,Almirante Brown,06028,Femenino,1500-1999,77,-34.8355700988623,-58.3673978494737
992,2014,Almirante Brown,06028,Femenino,2000-2499,262,-34.8355700988623,-58.3673978494737
993,2014,Almirante Brown,06028,Femenino,2500-2999,909,-34.8355700988623,-58.3673978494737
994,2014,Almirante Brown,06028,Femenino,3000-3499,2323,-34.8355700988623,-58.3673978494737
995,2014,Almirante Brown,06028,Femenino,3500 y más,1630,-34.8355700988623,-58.3673978494737
996,2014,Almirante Brown,06028,Femenino,500-999,16,-34.8355700988623,-58.3673978494737
997,2014,Almirante Brown,06028,Femenino,Ignorado,57,-34.8355700988623,-58.3673978494737
998,2014,Almirante Brown,06028,Femenino,Menor a 500,1,-34.8355700988623,-58.3673978494737
999,2014,Arrecifes,06077,Femenino,1000-1499,1,-34.0113151746224,-60.0627625274553
1000,2014,Arrecifes,06077,Femenino,1500-1999,3,-34.0113151746224,-60.0627625274553
1001,2014,Arrecifes,06077,Femenino,2000-2499,16,-34.0113151746224,-60.0627625274553
1002,2014,Arrecifes,06077,Femenino,2500-2999,57,-34.0113151746224,-60.0627625274553
1003,2014,Arrecifes,06077,Femenino,3000-3499,92,-34.0113151746224,-60.0627625274553
1004,2014,Arrecifes,06077,Femenino,3500 y más,65,-34.0113151746224,-60.0627625274553
1005,2014,Arrecifes,06077,Femenino,Ignorado,1,-34.0113151746224,-60.0627625274553
1006,2014,Avellaneda,06035,Femenino,1000-1499,20,-34.6782056572109,-58.3411168921278
1007,2014,Avellaneda,06035,Femenino,1500-1999,71,-34.6782056572109,-58.3411168921278
1008,2014,Avellaneda,06035,Femenino,2000-2499,211,-34.6782056572109,-58.3411168921278
1009,2014,Avellaneda,06035,Femenino,2500-2999,674,-34.6782056572109,-58.3411168921278
1010,2014,Avellaneda,06035,Femenino,3000-3499,1218,-34.6782056572109,-58.3411168921278
1011,2014,Avellaneda,06035,Femenino,3500 y más,824,-34.6782056572109,-58.3411168921278
1012,2014,Avellaneda,06035,Femenino,500-999,18,-34.6782056572109,-58.3411168921278
1013,2014,Avellaneda,06035,Femenino,Ignorado,41,-34.6782056572109,-58.3411168921278
1014,2014,Avellaneda,06035,Femenino,Menor a 500,4,-34.6782056572109,-58.3411168921278
1015,2014,Ayacucho,06042,Femenino,2000-2499,8,-37.0347821697162,-58.4425813265357
1016,2014,Ayacucho,06042,Femenino,2500-2999,44,-37.0347821697162,-58.4425813265357
1017,2014,Ayacucho,06042,Femenino,3000-3499,79,-37.0347821697162,-58.4425813265357
1018,2014,Ayacucho,06042,Femenino,3500 y más,53,-37.0347821697162,-58.4425813265357
1019,2014,Azul,06049,Femenino,1000-1499,7,-36.7857719233293,-59.69665215894
1020,2014,Azul,06049,Femenino,1500-1999,10,-36.7857719233293,-59.69665215894
1021,2014,Azul,06049,Femenino,2000-2499,32,-36.7857719233293,-59.69665215894
1022,2014,Azul,06049,Femenino,2500-2999,97,-36.7857719233293,-59.69665215894
1023,2014,Azul,06049,Femenino,3000-3499,204,-36.7857719233293,-59.69665215894
1024,2014,Azul,06049,Femenino,3500 y más,156,-36.7857719233293,-59.69665215894
1025,2014,Azul,06049,Femenino,500-999,1,-36.7857719233293,-59.69665215894
1026,2014,Azul,06049,Femenino,Ignorado,8,-36.7857719233293,-59.69665215894
1027,2014,Bahía Blanca,06056,Femenino,1000-1499,24,-38.5808546732895,-62.1656895327094
1028,2014,Bahía Blanca,06056,Femenino,1500-1999,31,-38.5808546732895,-62.1656895327094
1029,2014,Bahía Blanca,06056,Femenino,2000-2499,133,-38.5808546732895,-62.1656895327094
1030,2014,Bahía Blanca,06056,Femenino,2500-2999,455,-38.5808546732895,-62.1656895327094
1031,2014,Bahía Blanca,06056,Femenino,3000-3499,1003,-38.5808546732895,-62.1656895327094
1032,2014,Bahía Blanca,06056,Femenino,3500 y más,736,-38.5808546732895,-62.1656895327094
1033,2014,Bahía Blanca,06056,Femenino,500-999,7,-38.5808546732895,-62.1656895327094
1034,2014,Bahía Blanca,06056,Femenino,Ignorado,9,-38.5808546732895,-62.1656895327094
1035,2014,Bahía Blanca,06056,Femenino,Menor a 500,1,-38.5808546732895,-62.1656895327094
1036,2014,Balcarce,06063,Femenino,1000-1499,1,-37.7142728192546,-58.2720776956148
1037,2014,Balcarce,06063,Femenino,1500-1999,2,-37.7142728192546,-58.2720776956148
1038,2014,Balcarce,06063,Femenino,2000-2499,21,-37.7142728192546,-58.2720776956148
1039,2014,Balcarce,06063,Femenino,2500-2999,79,-37.7142728192546,-58.2720776956148
1040,2014,Balcarce,06063,Femenino,3000-3499,174,-37.7142728192546,-58.2720776956148
1041,2014,Balcarce,06063,Femenino,3500 y más,100,-37.7142728192546,-58.2720776956148
1042,2014,Balcarce,06063,Femenino,500-999,1,-37.7142728192546,-58.2720776956148
1043,2014,Balcarce,06063,Femenino,Ignorado,2,-37.7142728192546,-58.2720776956148
1044,2014,Baradero,06070,Femenino,1000-1499,2,-33.9321914567436,-59.4929504876902
1045,2014,Baradero,06070,Femenino,1500-1999,7,-33.9321914567436,-59.4929504876902
1046,2014,Baradero,06070,Femenino,2000-2499,10,-33.9321914567436,-59.4929504876902
1047,2014,Baradero,06070,Femenino,2500-2999,69,-33.9321914567436,-59.4929504876902
1048,2014,Baradero,06070,Femenino,3000-3499,118,-33.9321914567436,-59.4929504876902
1049,2014,Baradero,06070,Femenino,3500 y más,73,-33.9321914567436,-59.4929504876902
1050,2014,Baradero,06070,Femenino,500-999,4,-33.9321914567436,-59.4929504876902
1051,2014,Baradero,06070,Femenino,Ignorado,1,-33.9321914567436,-59.4929504876902
1052,2014,Benito Juárez,06084,Femenino,1500-1999,1,-37.585278315595,-59.8883008698795
1053,2014,Benito Juárez,06084,Femenino,2000-2499,3,-37.585278315595,-59.8883008698795
1054,2014,Benito Juárez,06084,Femenino,2500-2999,26,-37.585278315595,-59.8883008698795
1055,2014,Benito Juárez,06084,Femenino,3000-3499,83,-37.585278315595,-59.8883008698795
1056,2014,Benito Juárez,06084,Femenino,3500 y más,49,-37.585278315595,-59.8883008698795
1057,2014,Benito Juárez,06084,Femenino,Ignorado,1,-37.585278315595,-59.8883008698795
1058,2014,Berazategui,06091,Femenino,1000-1499,13,-34.8179736855799,-58.1552626919147
1059,2014,Berazategui,06091,Femenino,1500-1999,41,-34.8179736855799,-58.1552626919147
1060,2014,Berazategui,06091,Femenino,2000-2499,135,-34.8179736855799,-58.1552626919147
1061,2014,Berazategui,06091,Femenino,2500-2999,567,-34.8179736855799,-58.1552626919147
1062,2014,Berazategui,06091,Femenino,3000-3499,1257,-34.8179736855799,-58.1552626919147
1063,2014,Berazategui,06091,Femenino,3500 y más,812,-34.8179736855799,-58.1552626919147
1064,2014,Berazategui,06091,Femenino,500-999,8,-34.8179736855799,-58.1552626919147
1065,2014,Berazategui,06091,Femenino,Ignorado,37,-34.8179736855799,-58.1552626919147
1066,2014,Berazategui,06091,Femenino,Menor a 500,1,-34.8179736855799,-58.1552626919147
1067,2014,Berisso,06098,Femenino,1000-1499,7,-34.9094634802474,-57.8283887071809
1068,2014,Berisso,06098,Femenino,1500-1999,13,-34.9094634802474,-57.8283887071809
1069,2014,Berisso,06098,Femenino,2000-2499,37,-34.9094634802474,-57.8283887071809
1070,2014,Berisso,06098,Femenino,2500-2999,139,-34.9094634802474,-57.8283887071809
1071,2014,Berisso,06098,Femenino,3000-3499,345,-34.9094634802474,-57.8283887071809
1072,2014,Berisso,06098,Femenino,3500 y más,189,-34.9094634802474,-57.8283887071809
1073,2014,Berisso,06098,Femenino,500-999,5,-34.9094634802474,-57.8283887071809
1074,2014,Berisso,06098,Femenino,Ignorado,33,-34.9094634802474,-57.8283887071809
1075,2014,Bolívar,06105,Femenino,1000-1499,2,-36.2982217499893,-61.1496836148108
1076,2014,Bolívar,06105,Femenino,1500-1999,1,-36.2982217499893,-61.1496836148108
1077,2014,Bolívar,06105,Femenino,2000-2499,13,-36.2982217499893,-61.1496836148108
1078,2014,Bolívar,06105,Femenino,2500-2999,51,-36.2982217499893,-61.1496836148108
1079,2014,Bolívar,06105,Femenino,3000-3499,129,-36.2982217499893,-61.1496836148108
1080,2014,Bolívar,06105,Femenino,3500 y más,71,-36.2982217499893,-61.1496836148108
1081,2014,Bolívar,06105,Femenino,Ignorado,6,-36.2982217499893,-61.1496836148108
1082,2014,Bragado,06112,Femenino,1000-1499,4,-35.0610928531071,-60.6042295511118
1083,2014,Bragado,06112,Femenino,1500-1999,7,-35.0610928531071,-60.6042295511118
1084,2014,Bragado,06112,Femenino,2000-2499,16,-35.0610928531071,-60.6042295511118
1085,2014,Bragado,06112,Femenino,2500-2999,60,-35.0610928531071,-60.6042295511118
1086,2014,Bragado,06112,Femenino,3000-3499,143,-35.0610928531071,-60.6042295511118
1087,2014,Bragado,06112,Femenino,3500 y más,84,-35.0610928531071,-60.6042295511118
1088,2014,Brandsen,06119,Femenino,1000-1499,1,-35.2221104711751,-58.1760719473086
1089,2014,Brandsen,06119,Femenino,1500-1999,5,-35.2221104711751,-58.1760719473086
1090,2014,Brandsen,06119,Femenino,2000-2499,11,-35.2221104711751,-58.1760719473086
1091,2014,Brandsen,06119,Femenino,2500-2999,52,-35.2221104711751,-58.1760719473086
1092,2014,Brandsen,06119,Femenino,3000-3499,122,-35.2221104711751,-58.1760719473086
1093,2014,Brandsen,06119,Femenino,3500 y más,86,-35.2221104711751,-58.1760719473086
1094,2014,Brandsen,06119,Femenino,500-999,1,-35.2221104711751,-58.1760719473086
1095,2014,Brandsen,06119,Femenino,Ignorado,12,-35.2221104711751,-58.1760719473086
1096,2014,Coronel De Marina Leonardo Rosales,06182,Femenino,1000-1499,6,-38.8488346485235,-61.8360446581448
1097,2014,Coronel De Marina Leonardo Rosales,06182,Femenino,1500-1999,4,-38.8488346485235,-61.8360446581448
1098,2014,Coronel De Marina Leonardo Rosales,06182,Femenino,2000-2499,18,-38.8488346485235,-61.8360446581448
